,subject,filename,sequence,condition,day,adaptation_day,EG,RMSE_ele,SD_ele,RMSE_az,SD_az
179,svm,localization_svm_Earmolds Week 1_17.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,5,5,0.49609070918129555,16.80848214350513,5.779749278310578,6.222201388425879,2.7359572187029206
180,svm,localization_svm_Ears Free_17.06,"Trialsequence, trials 132, remaining 0, current condition 131",Ears Free,5,1,0.8257562061477866,12.869312293422292,4.400549064904819,5.264324924352893,2.0632048835939214
181,svm,localization_svm_Earmolds Week 2_17.06_1,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,5,0,0.365010686125689,21.35765902762054,5.703607262904455,6.024524549043006,3.021980444129771
182,svm,localization_svm_Earmolds Week 2_18.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,6,1,0.488561782191197,19.805862389951127,7.446226912206313,6.187001448171329,2.6446264037259124
183,svm,localization_svm_Earmolds Week 2_19.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,7,2,0.5958559188197058,17.191910307170474,6.713256359716309,4.9914543846829895,2.818253346752791
184,svm,localization_svm_Earmolds Week 2_20.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,8,3,0.5393575026926481,21.894322056364064,5.117712812284139,5.206420206193457,2.3979738753066715
185,svm,localization_svm_Earmolds Week 2_21.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,9,4,0.4825686674248633,20.129680602450843,5.945506233307464,4.873093363000732,2.3784935408371513
186,svm,localization_svm_Earmolds Week 2_22.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,10,5,0.5308901636517709,18.968372565850757,7.933616640091565,10.5786937229952,3.873687341500664
187,svm,localization_svm_Earmolds Week 1_22.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,10,6,0.7101160388587249,17.4760080336059,6.140946853318155,5.3682361017074465,2.4323384421467575
188,svm,localization_svm_Ears Free_22.06,"Trialsequence, trials 132, remaining 0, current condition 131",Ears Free,10,2,0.9333939956625301,14.792966441461802,4.078286438187717,6.7433446411724285,2.2625538319601244
189,svm,localization_svm_Earmolds Week 2_27.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,15,6,0.4347599115504158,21.176209894280404,5.737619065201854,3.9602395927616776,2.239244615710589
190,jl,localization_jl_Ears Free_06.06_1,"Trialsequence, trials 132, remaining 0, current condition 131",Ears Free,0,0,0.8507226064127353,6.12963611425936,2.7482111109474667,7.598209633434388,3.1878482628632323
191,jl,localization_jl_Earmolds Week 1_06.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,0,0,0.2532250160197417,20.360175304831664,3.49839403229515,6.761193654293649,2.6120992338074016
192,jl,localization_jl_Earmolds Week 1_07.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,1,1,0.46466865519748796,19.562415919956205,6.248937068515669,4.6753599888227715,2.3053089184150966
193,jl,localization_jl_Earmolds Week 1_08.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,2,2,0.26799090890884397,25.515293337629615,6.733817949308324,5.624505512649002,2.362124580991846
194,jl,localization_jl_Earmolds Week 1_09.06_nan,"Trialsequence, trials 132, remaining 132, current condition []",Earmolds Week 1,3,3,,,,,
195,jl,localization_jl_Earmolds Week 1_10.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,4,4,0.39091694314479813,21.2817739868314,6.646713771357496,5.3023397852783,2.202138677164647
196,jl,localization_jl_Earmolds Week 1_12.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,5,5,0.6505156600962082,16.83062289231962,5.6292729690793335,5.369101950083021,2.1500551063465747
197,jl,localization_jl_Ears Free_13.06,"Trialsequence, trials 132, remaining 0, current condition 131",Ears Free,5,1,1.0456033507180054,5.877698260182718,2.4682500819494586,4.797779699514905,1.895935598684732
198,jl,localization_jl_Earmolds Week 2_13.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,5,0,0.27470973537754684,23.546683283954007,4.53086685912147,5.681537071118106,1.9877539723800373
199,jl,localization_jl_Earmolds Week 2_14.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,6,1,0.5296106566619541,19.791247271738236,4.812958214602239,5.234621530769344,1.7847388159807658
200,jl,localization_jl_Earmolds Week 2_15.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,7,2,0.25284987258050173,24.77123210754419,6.807095094041025,2.9584721607133284,1.430344017287446
201,jl,localization_jl_Earmolds Week 2_16.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,8,3,0.5631851117721861,17.88454672936592,5.992193686822722,3.584681556203066,1.4732050822021003
202,jl,localization_jl_Earmolds Week 2_17.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,9,4,0.6383246347102852,17.423245466761188,5.185161746504622,4.465004989834281,1.6467762035578133
203,jl,localization_jl_Earmolds Week 2_18.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,10,5,0.6994903965401981,14.796015169811247,5.333521693702702,4.193815378280883,1.7842401855474264
204,jl,localization_jl_Earmolds Week 1_18.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 1,10,6,0.6375672918597857,14.96905065311434,4.582977480637099,3.425225879691679,1.6838194593304365
205,jl,localization_jl_Ears Free_18.06,"Trialsequence, trials 132, remaining 0, current condition 131",Ears Free,10,2,1.1080792251487572,6.956840035268186,2.9314614225278883,3.952603812311167,1.6206802933475084
206,jl,localization_jl_Earmolds Week 2_23.06,"Trialsequence, trials 132, remaining 0, current condition 131",Earmolds Week 2,15,6,0.587767627286911,16.162846826336985,3.819964060879681,6.162383204261597,2.3411398169091275
