session_id,trial_idx,initial_error_deg,ballistic_error_deg,min_error_deg,final_error_deg,onset_latency_s,time_to_peak_s,t_first_hit,movement_time_s,settle_time_s,peak_speed_deg_s,mean_speed_deg_s,path_length_deg,tortuosity,n_submovements,target_ele_deg,ele_mean_abs_error_deg,ele_initial_error_deg,ele_min_error_deg,ele_final_error_deg,ele_final_bias_deg,ele_efficiency,ele_initial_dir_correct,reached_target,success,session_order
17.06_11.06,29,29.723700238454136,29.358761263812827,0.25048780534189685,15.967075805094213,0.1467118263244629,3.7946760654449463,2.5747671127319336,2.4280552864074707,2.5747671127319336,64.56464038766015,19.476313163949165,76.90421291508423,5.527898480262511,3,-29.171875,14.491724611876556,28.482421875,0.015625,14.796875,14.796875,0.6029953249762111,True,True,True,1
17.06_11.06,30,21.773882152012455,21.059213625290592,4.5,9.3094919966318,0.1872706413269043,7.621479749679565,,,,57.62771879413379,17.415305790104934,172.80422542047393,5.574327019975045,5,0.0,12.587007306816314,1.01953125,0.0,1.05078125,-1.05078125,0.008339723926380369,False,False,False,1
17.06_11.06,31,39.939662630034526,40.37413605040244,1.7241392780167153,31.56491714135529,0.5217533111572266,7.857892036437988,6.657167196273804,6.135413885116577,6.657167196273804,95.07844064019092,23.2080974855519,185.55022612296557,21.359990163892487,6,33.34375,29.593627985958012,33.16796875,0.28125,25.015625,-25.015625,0.27494203324515853,False,True,True,1
17.06_11.06,32,34.48963153220891,34.002810249873704,12.389226115321822,57.387803753792824,0.29772138595581055,6.87703800201416,,,,1191.1841755263401,38.091169084391545,381.407249303368,16.58281333037787,9,4.171875,16.342281014209615,4.05859375,0.01171875,3.974609375,-3.974609375,0.017333835278370353,False,False,False,1
17.06_11.06,33,29.230269665252305,28.663376050055827,3.2503380232869628,20.490762257432618,0.28890466690063477,7.47553277015686,5.899935483932495,5.61103081703186,5.899935483932495,67.38762075507788,20.64007308334377,159.3309509676833,17.334133463458407,3,-25.0,22.871742483122656,25.521484375,0.046875,16.609375,16.609375,0.2556899492266374,False,True,True,1
17.06_11.06,34,36.460980395906304,36.5678166623891,1.0077822185373186,29.44944439867457,0.4560835361480713,4.156647443771362,7.787985324859619,7.331901788711548,7.787985324859619,264.70486253506175,22.91528809311508,216.2593172742972,26.415489361829962,5,16.671875,20.63673031283182,16.52734375,0.078125,9.859375,-9.859375,0.1248480536037238,False,True,True,1
17.06_11.06,35,33.45126601305213,33.822148947094036,0.6853660062331659,19.49008317799481,0.3567073345184326,7.584105014801025,6.4120612144470215,6.055353879928589,6.4120612144470215,75.44531169618814,19.920844397030017,154.89968181521067,10.932521886408676,3,33.34375,28.720898295176465,32.41796875,0.0,19.2578125,-19.2578125,0.27629257249392414,False,True,True,1
17.06_11.06,36,27.28283064590217,27.561964380159193,7.825087515734649,8.667753102601402,0.50803542137146,0.6775014400482178,,,,53.71122335738301,23.00274981635331,30.271899537649247,1.0260987801144543,1,8.328125,8.109775881932954,8.267578125,7.443359375,7.9296875,-7.9296875,0.3268783888458559,,False,False,1
17.06_11.06,37,39.54790329999841,38.261923982109735,4.29801121341313,10.571014042684126,0.2923734188079834,3.766495943069458,,,,153.68610185319972,19.386506336753165,193.89940532830101,6.691483429098484,4,-25.0,19.99311368682902,24.869140625,0.015625,6.609375,6.609375,0.20152669337852178,False,False,False,1
17.06_11.06,38,31.951606636067247,31.805085942680442,1.02364620963495,20.495450142958557,0.18945670127868652,4.709132432937622,3.4752509593963623,3.285794258117676,3.4752509593963623,78.7869150416662,19.67459582471663,95.88469090939664,8.252839028198041,4,25.0,17.48597452224185,24.91796875,0.046875,14.96875,-14.96875,0.4236476146117506,True,True,True,1
17.06_11.06,39,15.498032968054567,15.498032968054567,1.7059180079945226,16.102502668641403,0.03840780258178711,4.200380802154541,7.844434976577759,7.806027173995972,7.844434976577759,74.53387526748195,14.070246996880357,150.1668279615604,42.936420962392866,7,-8.328125,7.661662498921392,8.0390625,0.0390625,5.169921875,5.169921875,0.12388845199927409,False,True,True,1
17.06_11.06,40,34.23443650867363,33.2724535855494,1.778849808338242,1.778849808338242,0.12633728981018066,3.5301222801208496,9.556173324584961,9.42983603477478,9.556173324584961,86.50696248464028,18.639124128548907,187.1604155823773,5.757589574843291,6,29.171875,25.08939021771819,29.2734375,0.03125,1.265625,-1.265625,0.24910155730067882,False,True,True,1
17.06_11.06,41,22.89579927987461,22.420541459146097,0.53125,20.098482277728436,0.27208614349365234,5.425633907318115,6.797366619110107,6.525280475616455,6.797366619110107,92.82455093133646,26.11261168873502,259.4579924088618,10.429944000293535,8,-20.828125,19.947342069279383,21.052734375,0.0,13.65234375,13.65234375,0.15671479042177344,False,True,True,1
17.06_11.06,42,27.545151144303055,27.151728667414645,0.34268300311658295,25.504001677432896,0.5442967414855957,5.754188776016235,4.5059075355529785,3.961610794067383,4.5059075355529785,89.70895343093781,22.97374792514294,135.8347235931051,38.80992102660146,4,16.671875,20.16431193789248,17.21875,0.078125,13.71875,-13.71875,0.1856018949327468,False,True,True,1
17.06_11.06,43,27.795447721929214,27.79888431862602,0.5590169943749475,20.035344745287016,0.3537149429321289,1.1124486923217773,9.194855213165283,8.841140270233154,9.194855213165283,70.88743570182255,15.309634791647282,163.43842486108693,20.252577370567813,6,-25.0,14.659039237901299,24.15625,0.015625,16.40625,16.40625,0.21165833276251797,True,True,True,1
17.06_11.06,44,25.073505525181137,25.419469193169633,2.534190036407096,23.742749281899407,0.29166245460510254,6.180008172988892,5.123342275619507,4.831679821014404,5.123342275619507,58.68014541289528,12.849639104580374,83.14436332478621,26.73259250538855,4,20.828125,13.68560594107376,21.12890625,2.484375,18.404296875,-18.404296875,0.37375200657765945,True,True,True,1
